wlbWellboreName,wlbWell,wlbDrillingOperator,wlbProductionLicence,wlbStatus,wlbPurpose,wlbPurposePlanned,wlbContent,wlbWellType,wlbSubSea,wlbEntryDate,wlbCompletionDate,wlbEntryPreDrillDate,wlbCompPreDrillDate,wlbField,wlbDrillPermit,wlbDiscovery,wlbDiscoveryWellbore,wlbKellyBushElevation,wlbFinalVerticalDepth,wlbTotalDepth,wlbWaterDepth,wlbKickOffPoint,wlbMainArea,wlbDrillingFacility,wlbFacilityTypeDrilling,wlbDrillingFacilityFixedOrMoveable,wlbProductionFacility,wlbLicensingActivity,wlbMultilateral,wlbContentPlanned,wlbEntryYear,wlbCompletionYear,wlbReclassFromWellbore,wlbPluggedAbandonDate,wlbPluggedDate,wlbLicenceTargetName,wlbPlotSymbol,wlbGeodeticDatum,wlbNsDeg,wlbNsMin,wlbNsSec,wlbNsCode,wlbEwDeg,wlbEwMin,wlbEwSec,wlbEwCode,wlbNsDecDeg,wlbEwDesDeg,wlbNsUtm,wlbEwUtm,wlbUtmZone,wlbNamePart1,wlbNamePart2,wlbNamePart3,wlbNamePart4,wlbNamePart5,wlbNamePart6,wlbFactPageUrl,wlbFactMapUrl,wlbDiskosWellboreType,wlbDiskosWellboreParent,wlbNpdidWellbore,dscNpdidDiscovery,fldNpdidField,wlbWdssQcDate,wlbReleasedDate,prlNpdidProductionLicence,prlNpdidProdLicenceTarget,fclNpdidFacilityDrilling,fclNpdidFacilityProducing,wlbNpdidWellboreReclass,wlbDateUpdated,wlbDateUpdatedMax,datesyncNPD 
25/11-K-1 BY1H,25/11-K-1,Equinor Energy AS,169 B2,,PRODUCTION,PRODUCTION,,DEVELOPMENT,YES,,,,,BREIDABLIKK,5393-P1,25/11-27 (F-struktur),NO,30.0,,,126.0,,NORTH SEA,DEEPSEA ABERDEEN,SEMISUB STEEL,MOVEABLE,BREIDABLIKK K,13,YES,OIL,0,0,,,,,81,ED50  ,59,14,30.06,N,2,35,3.07,E,59.241683,2.584186,6567189.99,476277.07,31,25,11,K,1,BY,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=9585,,multilateral        ,25/11-K-1 AH                            ,9585,23395692,38702206,,,1031002,,733095,743245,0,26.04.2022,,28.04.2022
25/11-K-1 BY2H,25/11-K-1,Equinor Energy AS,169 B2,,PRODUCTION,PRODUCTION,,DEVELOPMENT,YES,,,,,BREIDABLIKK,5393-P2,25/11-27 (F-struktur),NO,30.0,,,126.0,,NORTH SEA,DEEPSEA ABERDEEN,SEMISUB STEEL,MOVEABLE,BREIDABLIKK K,13,YES,OIL,0,0,,,,,81,ED50  ,59,14,30.06,N,2,35,3.07,E,59.241683,2.584186,6567189.99,476277.07,31,25,11,K,1,BY,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=9586,,multilateral        ,25/11-K-1 BY1H                          ,9586,23395692,38702206,,,1031002,,733095,743245,0,26.04.2022,,28.04.2022
25/11-K-3 H,25/11-K-3,Equinor Energy AS,169 B2,,OBSERVATION,OBSERVATION,,DEVELOPMENT,YES,,,,,BREIDABLIKK,5394-P,25/11-27 (F-struktur),NO,30.0,,,126.0,,NORTH SEA,DEEPSEA ABERDEEN,SEMISUB STEEL,MOVEABLE,BREIDABLIKK K,13,NO,NOT APPLICABLE,0,0,,,,,99,ED50  ,59,14,30.06,N,2,35,3.07,E,59.241683,2.584186,6567189.99,476277.07,31,25,11,K,3,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=9587,,initial             ,                                        ,9587,23395692,38702206,,,1031002,,733095,743245,0,26.04.2022,,28.04.2022
25/11-K-3 AH,25/11-K-3,Equinor Energy AS,169 B2,,OBSERVATION,OBSERVATION,,DEVELOPMENT,YES,,,,,BREIDABLIKK,5395-P,25/11-27 (F-struktur),NO,30.0,,,126.0,,NORTH SEA,DEEPSEA ABERDEEN,SEMISUB STEEL,MOVEABLE,BREIDABLIKK K,13,NO,NOT APPLICABLE,0,0,,,,,99,ED50  ,59,14,30.06,N,2,35,3.07,E,59.241683,2.584186,6567189.99,476277.07,31,25,11,K,3,A,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=9588,,sidetrack           ,25/11-K-3 H                             ,9588,23395692,38702206,,,1031002,,733095,743245,0,26.04.2022,,28.04.2022
25/11-K-3 BY1H,25/11-K-3,Equinor Energy AS,169 B2,,PRODUCTION,PRODUCTION,,DEVELOPMENT,YES,,,,,BREIDABLIKK,5396-P1,25/11-27 (F-struktur),NO,30.0,,,126.0,,NORTH SEA,DEEPSEA ABERDEEN,SEMISUB STEEL,MOVEABLE,BREIDABLIKK K,13,YES,OIL,0,0,,,,,81,ED50  ,59,14,30.06,N,2,35,3.07,E,59.241683,2.584186,6567189.99,476277.07,31,25,11,K,3,BY,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=9589,,multilateral        ,25/11-K-3 AH                            ,9589,23395692,38702206,,,1031002,,733095,743245,0,26.04.2022,,28.04.2022
25/11-K-3 BY2H,25/11-K-3,Equinor Energy AS,169 B2,,PRODUCTION,PRODUCTION,,DEVELOPMENT,YES,,,,,BREIDABLIKK,5396-P2,25/11-27 (F-struktur),NO,30.0,,,126.0,,NORTH SEA,DEEPSEA ABERDEEN,SEMISUB STEEL,MOVEABLE,BREIDABLIKK K,13,YES,OIL,0,0,,,,,81,ED50  ,59,14,30.06,N,2,35,3.07,E,59.241683,2.584186,6567189.99,476277.07,31,25,11,K,3,BY,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=9590,,multilateral        ,25/11-K-3 BY1H                          ,9590,23395692,38702206,,,1031002,,733095,743245,0,26.04.2022,,28.04.2022
25/11-K-4 H,25/11-K-4,Equinor Energy AS,169 B2,,OBSERVATION,OBSERVATION,,DEVELOPMENT,YES,,,,,BREIDABLIKK,5397-P,25/8-4 Breidablikk,NO,30.0,,,126.0,,NORTH SEA,DEEPSEA ABERDEEN,SEMISUB STEEL,MOVEABLE,BREIDABLIKK K,13,NO,NOT APPLICABLE,0,0,,,,        27-FS,99,ED50  ,59,14,30.06,N,2,35,3.07,E,59.241683,2.584186,6567189.99,476277.07,31,25,11,K,4,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=9591,,initial             ,                                        ,9591,44324,38702206,,,1031002,29852666,733095,743245,0,26.04.2022,,28.04.2022
25/11-K-4 AH,25/11-K-4,Equinor Energy AS,169 B2,,OBSERVATION,OBSERVATION,,DEVELOPMENT,YES,,,,,BREIDABLIKK,5398-P,25/8-4 Breidablikk,NO,30.0,,,126.0,,NORTH SEA,DEEPSEA ABERDEEN,SEMISUB STEEL,MOVEABLE,BREIDABLIKK L,13,NO,NOT APPLICABLE,0,0,,,,        27-FS,99,ED50  ,59,14,30.06,N,2,35,3.07,E,59.241683,2.584186,6567189.99,476277.07,31,25,11,K,4,A,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=9592,,sidetrack           ,25/11-K-4 H                             ,9592,44324,38702206,,,1031002,29852666,733095,742945,0,26.04.2022,,28.04.2022
25/11-K-4 BH,25/11-K-4,Equinor Energy AS,169 B2,,PRODUCTION,PRODUCTION,,DEVELOPMENT,YES,,,,,BREIDABLIKK,5399-P,25/8-4 Breidablikk,NO,30.0,,,126.0,,NORTH SEA,DEEPSEA ABERDEEN,SEMISUB STEEL,MOVEABLE,BREIDABLIKK K,13,NO,OIL,0,0,,,,        27-FS,81,ED50  ,59,14,30.06,N,2,35,3.07,E,59.241683,2.584186,6567189.99,476277.07,31,25,11,K,4,B,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=9593,,sidetrack           ,25/11-K-4 AH                            ,9593,44324,38702206,,,1031002,29852666,733095,743245,0,26.04.2022,,28.04.2022
25/11-K-5 H,25/11-K-5,Equinor Energy AS,169 B2,,PRODUCTION,PRODUCTION,,DEVELOPMENT,YES,,,,,BREIDABLIKK,5400-P,25/8-4 Breidablikk,NO,30.0,,,126.0,,NORTH SEA,DEEPSEA ABERDEEN,SEMISUB STEEL,MOVEABLE,BREIDABLIKK K,13,NO,OIL,0,0,,,,        27-FS,81,ED50  ,59,14,30.06,N,2,35,3.07,E,59.241683,2.584186,6567189.99,476277.07,31,25,11,K,5,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=9594,,initial             ,                                        ,9594,44324,38702206,,,1031002,29852666,733095,743245,0,26.04.2022,,28.04.2022
25/11-K-6 H,25/11-K-6,Equinor Energy AS,169 B2,,PRODUCTION,PRODUCTION,,DEVELOPMENT,YES,,,,,BREIDABLIKK,5401-P,25/8-4 Breidablikk,NO,30.0,,,126.0,,NORTH SEA,DEEPSEA ABERDEEN,SEMISUB STEEL,MOVEABLE,BREIDABLIKK K,13,NO,OIL,0,0,,,,        27-FS,81,ED50  ,59,14,30.06,N,2,35,3.07,E,59.241683,2.584186,6567189.99,476277.07,31,25,11,K,6,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=9595,,initial             ,                                        ,9595,44324,38702206,,,1031002,29852666,733095,743245,0,26.04.2022,,28.04.2022
30/2-A-4,30/2-A-4,Den norske stats oljeselskap a.s,051 ,P&A,PRODUCTION,PRODUCTION,GAS,DEVELOPMENT, NO,13.08.2000,19.02.2001,09.08.2000,10.08.2000,HULDRA,1774-P,30/2-1 Huldra,NO,49.0,3873.0,4840.0,125.0,,NORTH SEA,MÆRSK GALLANT,JACK-UP 3 LEGS,MOVEABLE,HULDRA,4,NO,GAS,2000,2001,,09.04.2017,,,90,ED50  ,60,51,21.13,N,2,39,0.75,E,60.855869,2.650208,6746943.90,480994.67,31,30,2,A,4,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4121,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=4121,initial             ,                                        ,4121,44372,97002,,19.02.2003,21204,,296002,277573,0,23.02.2021,06.06.2016,28.04.2022
30/2-A-5,30/2-A-5,Den norske stats oljeselskap a.s,051 ,P&A,PRODUCTION,PRODUCTION,GAS,DEVELOPMENT, NO,20.01.2001,28.06.2001,31.07.2000,03.08.2000,HULDRA,1886-P,30/2-1 Huldra,NO,49.0,3895.0,4090.0,125.0,,NORTH SEA,MÆRSK GALLANT,JACK-UP 3 LEGS,MOVEABLE,HULDRA,4,NO,GAS,2001,2001,,16.05.2017,,,90,ED50  ,60,51,21.55,N,2,39,0.55,E,60.855986,2.650153,6746956.91,480991.72,31,30,2,A,5,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4241,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=4241,initial             ,                                        ,4241,44372,97002,,28.06.2003,21204,,296002,277573,0,23.02.2021,29.07.2019,28.04.2022
30/2-A-6,30/2-A-6,Statoil ASA (old),051 ,P&A,PRODUCTION,PRODUCTION,GAS,DEVELOPMENT, NO,20.07.2001,16.09.2001,05.08.2000,07.08.2000,HULDRA,1977-P,30/2-1 Huldra,NO,49.0,3923.0,4330.0,125.0,,NORTH SEA,MÆRSK GALLANT,JACK-UP 3 LEGS,MOVEABLE,HULDRA,4,NO,GAS,2001,2001,,11.05.2017,,,90,ED50  ,60,51,21.59,N,2,39,0.71,E,60.855997,2.650197,6746958.14,480994.15,31,30,2,A,6,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4351,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=4351,initial             ,                                        ,4351,44372,97002,,16.09.2003,21204,,296002,277573,0,23.02.2021,29.07.2019,28.04.2022
30/2-A-8,30/2-A-8,Den norske stats oljeselskap a.s,051 ,P&A,PRODUCTION,PRODUCTION,GAS,DEVELOPMENT, NO,03.11.2000,04.01.2001,03.08.2000,04.08.2000,HULDRA,1841-P,30/2-1 Huldra,NO,49.0,3834.0,4474.0,125.0,,NORTH SEA,MÆRSK GALLANT,JACK-UP 3 LEGS,MOVEABLE,HULDRA,4,NO,GAS,2000,2001,,11.03.2017,,,90,ED50  ,60,51,21.48,N,2,39,0.62,E,60.855967,2.650172,6746954.74,480992.77,31,30,2,A,8,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4196,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=4196,initial             ,                                        ,4196,44372,97002,,04.01.2003,21204,,296002,277573,0,23.02.2021,29.07.2019,28.04.2022
30/2-A-9,30/2-A-9,Statoil ASA (old),051 ,P&A,PRODUCTION,PRODUCTION,GAS,DEVELOPMENT, NO,15.07.2001,01.02.2002,11.08.2000,12.08.2000,HULDRA,1976-P,30/2-1 Huldra,NO,49.0,3922.0,5710.0,125.0,,NORTH SEA,MÆRSK GALLANT,JACK-UP 3 LEGS,MOVEABLE,HULDRA,4,NO,GAS,2001,2002,,18.04.2017,,,90,ED50  ,60,51,21.52,N,2,39,0.78,E,60.855978,2.650217,6746955.97,480995.19,31,30,2,A,9,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4307,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=4307,initial             ,                                        ,4307,44372,97002,,01.02.2004,21204,,296002,277573,0,23.02.2021,24.05.2016,28.04.2022
30/2-A-11,30/2-A-11,Statoil ASA (old),051 ,P&A,PRODUCTION,PRODUCTION,GAS,DEVELOPMENT, NO,26.09.2001,02.04.2002,07.08.2000,09.08.2000,HULDRA,2081-P,30/2-1 Huldra,NO,49.0,3900.0,5048.0,125.0,,NORTH SEA,MÆRSK GALLANT,JACK-UP 3 LEGS,MOVEABLE,HULDRA,4,NO,GAS,2001,2002,,01.03.2017,,,90,ED50  ,60,51,21.41,N,2,39,0.69,E,60.855947,2.650192,6746952.57,480993.81,31,30,2,A,11,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4495,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=4495,initial             ,                                        ,4495,44372,97002,,02.04.2004,21204,,296002,277573,0,23.02.2021,29.07.2019,28.04.2022
30/3-A-1,30/3-A-1,Den norske stats oljeselskap a.s,052 ,PLUGGED,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT, NO,15.07.1987,31.08.1987,,,VESLEFRIKK,408-P,30/3-2  Veslefrikk,NO,34.0,2723.1,3323.0,175.0,,NORTH SEA,WEST VISION,SEMISUB STEEL,MOVEABLE,VESLEFRIKK A,4,NO,OIL,1987,1987,,,12.11.2009,,50,ED50  ,60,46,57.82,N,2,53,52.48,E,60.782728,2.897911,6738750.57,494440.49,31,30,3,A,1,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1080,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=1080,initial             ,                                        ,1080,44378,43618,,31.08.1989,21212,,289495,277321,0,13.12.2021,09.03.2022,28.04.2022
30/3-A-1 A,30/3-A-1,Statoil Petroleum AS,052 ,PLUGGED,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT, NO,13.11.2009,31.12.2009,,,VESLEFRIKK,3173-P,30/3-2  Veslefrikk,NO,56.0,2888.0,4941.0,175.0,479.0,NORTH SEA,VESLEFRIKK A,JACKET 4 LEGS,FIXED,VESLEFRIKK A,4,NO,OIL,2009,2009,,,11.02.2010,,50,ED50  ,60,46,57.82,N,2,53,52.48,E,60.782728,2.897911,6738750.57,494440.49,31,30,3,A,1,A,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6247,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=6247,sidetrack           ,30/3-A-1                                ,6247,44378,43618,,31.12.2011,21212,,277321,277321,0,23.02.2021,06.10.2015,28.04.2022
30/3-A-1 B,30/3-A-1,Statoil Petroleum AS,052 ,CLOSED,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT, NO,12.02.2010,07.03.2010,,,VESLEFRIKK,3219-P,30/3-2  Veslefrikk,NO,56.0,2901.0,4945.0,175.0,3721.0,NORTH SEA,VESLEFRIKK A,JACKET 4 LEGS,FIXED,VESLEFRIKK A,4,NO,OIL,2010,2010,,,,,50,ED50  ,60,46,57.82,N,2,53,52.48,E,60.782728,2.897911,6738750.57,494440.49,31,30,3,A,1,B,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6248,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=6248,sidetrack           ,30/3-A-1 A                              ,6248,44378,43618,,07.03.2012,21212,,277321,277321,0,28.09.2021,06.10.2015,28.04.2022
30/3-A-2,30/3-A-2,Den norske stats oljeselskap a.s,052 ,PLUGGED,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT, NO,25.09.1987,11.11.1987,,,VESLEFRIKK,421-P,30/3-2  Veslefrikk,NO,34.0,3335.0,4027.0,175.0,,NORTH SEA,WEST VISION,SEMISUB STEEL,MOVEABLE,VESLEFRIKK A,4,NO,OIL,1987,1987,,,01.07.1997,,50,ED50  ,60,46,57.87,N,2,53,52.38,E,60.782742,2.897883,6738752.12,494438.98,31,30,3,A,2,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1175,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=1175,initial             ,                                        ,1175,44378,43618,,11.11.1989,21212,,289495,277321,0,13.12.2021,09.03.2022,28.04.2022
30/3-A-2 A,30/3-A-2,Den norske stats oljeselskap a.s,052 ,PLUGGED,INJECTION,INJECTION,GAS,DEVELOPMENT, NO,02.07.1997,09.08.1997,,,VESLEFRIKK,1267-P,30/3-2  Veslefrikk,NO,56.0,3317.0,4653.0,175.0,2583.0,NORTH SEA,VESLEFRIKK A,JACKET 4 LEGS,FIXED,VESLEFRIKK A,4,NO,WATER/GAS,1997,1997,,,25.02.2007,,91,ED50  ,60,46,57.87,N,2,53,52.38,E,60.782742,2.897883,6738752.12,494438.98,31,30,3,A,2,A,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3039,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=3039,sidetrack           ,30/3-A-2                                ,3039,44378,43618,,09.08.1999,21212,,277321,277321,0,23.02.2021,06.10.2015,28.04.2022
30/3-A-2 B,30/3-A-2,Statoil ASA (old),052 ,PLUGGED,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT, NO,27.02.2007,19.04.2007,,,VESLEFRIKK,2805-P,30/3-2  Veslefrikk,NO,56.0,3001.0,5095.0,175.0,473.0,NORTH SEA,VESLEFRIKK A,JACKET 4 LEGS,FIXED,VESLEFRIKK A,4,NO,OIL,2007,2007,,,20.01.2022,,50,ED50  ,60,46,57.87,N,2,53,52.38,E,60.782742,2.897883,6738752.12,494438.98,31,30,3,A,2,B,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=5481,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=5481,sidetrack           ,30/3-A-2 A                              ,5481,44378,43618,,19.04.2009,21212,,277321,277321,0,22.01.2022,06.10.2015,28.04.2022
30/3-A-3,30/3-A-3,Den norske stats oljeselskap a.s,052 ,PLUGGED,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT, NO,19.11.1987,27.06.1988,,,VESLEFRIKK,427-P,30/3-2  Veslefrikk,NO,34.0,3475.8,3933.0,175.0,,NORTH SEA,WEST VISION,SEMISUB STEEL,MOVEABLE,VESLEFRIKK A,4,NO,OIL,1987,1988,,,13.04.2003,,50,ED50  ,60,46,57.71,N,2,53,52.27,E,60.782697,2.897853,6738747.17,494437.30,31,30,3,A,3,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1209,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=1209,initial             ,                                        ,1209,44378,43618,,27.06.1990,21212,,289495,277321,0,13.12.2021,09.03.2022,28.04.2022
30/3-A-3 A,30/3-A-3,Statoil ASA (old),052 ,PLUGGED,OBSERVATION,OBSERVATION,NOT APPLICABLE,DEVELOPMENT, NO,14.04.2003,24.09.2003,,,VESLEFRIKK,2275-P,30/3-2  Veslefrikk,NO,56.0,2986.0,5980.0,175.0,477.0,NORTH SEA,VESLEFRIKK A,JACKET 4 LEGS,FIXED,VESLEFRIKK A,4,NO,NOT APPLICABLE,2003,2003,,,24.09.2003,,99,ED50  ,60,46,57.71,N,2,53,52.27,E,60.782697,2.897853,6738747.17,494437.30,31,30,3,A,3,A,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4729,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=4729,sidetrack           ,30/3-A-3                                ,4729,44378,43618,,24.09.2005,21212,,277321,277321,0,23.02.2021,06.10.2015,28.04.2022
30/3-A-3 B,30/3-A-3,Statoil ASA (old),052 ,PLUGGED,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT, NO,29.09.2003,10.10.2003,,,VESLEFRIKK,2293-P,30/3-2  Veslefrikk,NO,56.0,2931.0,6723.0,175.0,5407.0,NORTH SEA,VESLEFRIKK A,JACKET 4 LEGS,FIXED,VESLEFRIKK A,4,NO,OIL,2003,2003,,,09.04.2009,,50,ED50  ,60,46,57.71,N,2,53,52.27,E,60.782697,2.897853,6738747.17,494437.30,31,30,3,A,3,B,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4755,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=4755,sidetrack           ,30/3-A-3 A                              ,4755,44378,43618,,10.10.2005,21212,,277321,277321,0,23.02.2021,06.10.2015,28.04.2022
30/3-A-3 C,30/3-A-3,StatoilHydro Petroleum AS,052 ,PLUGGED,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT, NO,10.04.2009,09.05.2009,,,VESLEFRIKK,3090-P,30/3-2  Veslefrikk,NO,56.0,2929.0,5116.0,175.0,1994.0,NORTH SEA,VESLEFRIKK A,JACKET 4 LEGS,FIXED,VESLEFRIKK A,4,NO,OIL,2009,2009,,,13.02.2022,,50,ED50  ,60,46,57.71,N,2,53,52.27,E,60.782697,2.897853,6738747.17,494437.30,31,30,3,A,3,C,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6088,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=6088,sidetrack           ,30/3-A-3 B                              ,6088,44378,43618,,09.05.2011,21212,,277321,277321,0,15.02.2022,06.10.2015,28.04.2022
30/3-A-4,30/3-A-4,Den norske stats oljeselskap a.s,052 ,PLUGGED,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT, NO,05.07.1988,09.08.1988,19.12.1987,20.12.1987,VESLEFRIKK,434-P,30/3-2  Veslefrikk,NO,23.0,3355.5,3718.0,175.0,,NORTH SEA,WEST VISION,SEMISUB STEEL,MOVEABLE,VESLEFRIKK A,4,NO,OIL,1988,1988,,,14.12.2001,,50,ED50  ,60,46,57.92,N,2,53,52.27,E,60.782756,2.897853,6738753.67,494437.31,31,30,3,A,4,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1234,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=1234,initial             ,                                        ,1234,44378,43618,,09.08.1990,21212,,289495,277321,0,13.12.2021,09.03.2022,28.04.2022
30/3-A-4 A,30/3-A-4,Statoil ASA (old),052 ,PLUGGED,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT, NO,15.12.2001,05.01.2002,,,VESLEFRIKK,2042-P,30/3-2  Veslefrikk,NO,56.0,3150.0,3765.0,175.0,1787.0,NORTH SEA,VESLEFRIKK A,JACKET 4 LEGS,FIXED,VESLEFRIKK A,4,NO,OIL,2001,2002,,,21.09.2021,,50,ED50  ,60,46,57.92,N,2,53,52.27,E,60.782756,2.897853,6738753.67,494437.31,31,30,3,A,4,A,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4447,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=4447,sidetrack           ,30/3-A-4                                ,4447,44378,43618,,05.01.2004,21212,,277321,277321,0,24.09.2021,06.10.2015,28.04.2022
30/3-A-5,30/3-A-5,Den norske stats oljeselskap a.s,052 ,PLUGGED,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT, NO,16.08.1988,19.11.1988,,,VESLEFRIKK,476-P,30/3-2  Veslefrikk,NO,23.0,3406.0,4513.0,175.0,,NORTH SEA,DEEPSEA BERGEN,SEMISUB STEEL,MOVEABLE,VESLEFRIKK A,4,NO,OIL,1988,1988,,,02.03.1999,,50,ED50  ,60,46,57.77,N,2,53,52.38,E,60.782714,2.897883,6738749.03,494438.97,31,30,3,A,5,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1307,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=1307,initial             ,                                        ,1307,44378,43618,,19.11.1990,21212,,287983,277321,0,13.12.2021,30.07.2019,28.04.2022
30/3-A-5 A,30/3-A-5,Den norske stats oljeselskap a.s,052 ,PLUGGED,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT, NO,03.03.1999,20.03.1999,,,VESLEFRIKK,1559-P,30/3-2  Veslefrikk,NO,56.0,3181.0,4151.0,175.0,3437.0,NORTH SEA,VESLEFRIKK A,JACKET 4 LEGS,FIXED,VESLEFRIKK A,4,NO,OIL,1999,1999,,,05.05.2006,,50,      ,60,46,57.77,N,2,53,52.38,E,60.782714,2.897883,6738749.03,494438.97,31,30,3,A,5,A,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3706,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=3706,sidetrack           ,30/3-A-5                                ,3706,44378,43618,,20.03.2001,21212,,277321,277321,0,23.02.2021,06.10.2015,28.04.2022
